,Name,Postal_Code,Coordinates,Venue Type
15690,GUAN SHUQIONG,190001,"[1.3036713506088, 103.864478660925]",Eating Establishment
15691,ANG SUAT HWA,140169,"[1.29043486528791, 103.803105948762]",Eating Establishment
15692,UNITED F&B PTE. LTD.,140169,"[1.29043486528791, 103.803105948762]",Eating Establishment
15693,SAPIAH BTE MOHAMED,140169,"[1.29043486528791, 103.803105948762]",Eating Establishment
15694,HOME EATERY PTE. LTD.,140169,"[1.29043486528791, 103.803105948762]",Eating Establishment
15695,YEONG HOON CHOAI,140169,"[1.29043486528791, 103.803105948762]",Eating Establishment
15696,GUAY TECK SENG,140169,"[1.29043486528791, 103.803105948762]",Eating Establishment
15697,CHOO ENG LAI,140169,"[1.29043486528791, 103.803105948762]",Eating Establishment
15698,HOME EATERY PTE. LTD.,140158,"[1.29274038365689, 103.802806668414]",Eating Establishment
15699,TAN KIM SIONG,140158,"[1.29274038365689, 103.802806668414]",Eating Establishment
15700,JAMILAH BTE KARIM,140164,"[1.29151824833554, 103.802513058468]",Eating Establishment
15701,TWO CHEFS EATING PLACE PTE LTD,140116,"[1.30697208675745, 103.800028892853]",Eating Establishment
15702,WANG QINGZHANG,152028,"[1.28640350234512, 103.809741989834]",Eating Establishment
15703,MOONSTONE COFFEE HOUSE LIMITED LIABILITY PARTNERSHIP,160111,"[1.28032113621849, 103.826185854436]",Eating Establishment
15704,ONG KWEE SUAN,151028,"[1.28675654367639, 103.810121713045]",Eating Establishment
15705,LIM GEK HEE,151028,"[1.28675654367639, 103.810121713045]",Eating Establishment
15706,HASNI BINTE OSMAN,151028,"[1.28675654367639, 103.810121713045]",Eating Establishment
15707,BOEY PANG HIN,151028,"[1.28675654367639, 103.810121713045]",Eating Establishment
15708,"CHAN HUAYA, EDMOND",140461,"[1.29948564895568, 103.7983852363]",Eating Establishment
15709,ONG SUAT HOON,140461,"[1.29948564895568, 103.7983852363]",Eating Establishment
15710,MULDIYARSO BIN HARDJOWIYONO,140461,"[1.29948564895568, 103.7983852363]",Eating Establishment
15711,FU CHAN F&B PTE. LTD.,140461,"[1.29948564895568, 103.7983852363]",Eating Establishment
15712,LOW KWEE GUAN,160107,"[1.27983690191197, 103.824757769108]",Eating Establishment
15713,LEE KOK KEE,160107,"[1.27983690191197, 103.824757769108]",Eating Establishment
15714,TAN AH ENG,160107,"[1.27983690191197, 103.824757769108]",Eating Establishment
15715,LEE KIANG,160107,"[1.27983690191197, 103.824757769108]",Eating Establishment
15716,LEONG CHUN HOONG,160107,"[1.27983690191197, 103.824757769108]",Eating Establishment
15717,JAMALIA BTE SEDEK,160107,"[1.27983690191197, 103.824757769108]",Eating Establishment
15718,CHONG MEI CHING,160107,"[1.27983690191197, 103.824757769108]",Eating Establishment
15719,TAN KOK LEONG JASON,151055,"[1.28744981772847, 103.81344506122]",Eating Establishment
15720,TAN POH HUAT,151055,"[1.28744981772847, 103.81344506122]",Eating Establishment
15721,JIA JIA LE CUISINE (CCP) PTE. LTD.,151055,"[1.28744981772847, 103.81344506122]",Eating Establishment
15722,JIA LE YUAN CUISINE PTE. LTD.,151055,"[1.28744981772847, 103.81344506122]",Eating Establishment
15723,SAMION BIN NOORDIN,151055,"[1.28744981772847, 103.81344506122]",Eating Establishment
15724,CHAN CHONG YOU,140117,"[1.30659245003577, 103.800270024799]",Eating Establishment
15725,CHENG WAI AUGUSTA (CHENG WEI),140117,"[1.30659245003577, 103.800270024799]",Eating Establishment
15726,LEE CHENG TENG,140117,"[1.30659245003577, 103.800270024799]",Eating Establishment
15727,ZORA JANE TAYLOR,140117,"[1.30659245003577, 103.800270024799]",Eating Establishment
15728,LEONG CHEE WAI,140117,"[1.30659245003577, 103.800270024799]",Eating Establishment
15729,BADALING HOLDINGS PTE. LTD.,160034,"[1.28807687600985, 103.82708127923]",Eating Establishment
15730,LOO HAN KWANG,160034,"[1.28807687600985, 103.82708127923]",Eating Establishment
15731,LAW TONG LIN,160034,"[1.28807687600985, 103.82708127923]",Eating Establishment
15732,SHAIFUL PTE LTD,160034,"[1.28807687600985, 103.82708127923]",Eating Establishment
15733,ZHANG YUKUN,160034,"[1.28807687600985, 103.82708127923]",Eating Establishment
15734,CHIENG YEW SUAN,142049,"[1.3004269308691, 103.797359760167]",Eating Establishment
15735,NAGOOR GANI,142049,"[1.3004269308691, 103.797359760167]",Eating Establishment
15736,ANG BOON CHYE (HONG WENCAI),142049,"[1.3004269308691, 103.797359760167]",Eating Establishment
15737,CAO XIAOMEI,142049,"[1.3004269308691, 103.797359760167]",Eating Establishment
15738,ZARAH BINTE MOHAMED,141047,"[1.30079276076265, 103.798077052596]",Eating Establishment
15739,CRYSTAL ZHAO ZHONGKAI,141047,"[1.30079276076265, 103.798077052596]",Eating Establishment
15740,YAP YIN TAI,141047,"[1.30079276076265, 103.798077052596]",Eating Establishment
15741,BUDDY'S RESTAURANT PTE. LTD.,160022,"[1.28874603704088, 103.828824191655]",Eating Establishment
15742,TAN LI NAH,160022,"[1.28874603704088, 103.828824191655]",Eating Establishment
15743,NG BENG SAN,160022,"[1.28874603704088, 103.828824191655]",Eating Establishment
15744,NG LAY SI,160040,"[1.28905634657056, 103.827502108439]",Eating Establishment
15745,DING LEE HOON,160040,"[1.28905634657056, 103.827502108439]",Eating Establishment
15746,PANG TEOW CHIN,160040,"[1.28905634657056, 103.827502108439]",Eating Establishment
15747,OH SE HAI,161005,"[1.28787848965781, 103.838066722633]",Eating Establishment
15748,CHEW NAM KOK,161005,"[1.28787848965781, 103.838066722633]",Eating Establishment
15749,SOH BEE GUAT,180009,"[1.30346096156272, 103.850709313633]",Eating Establishment
15750,YONG SENG HENG FOOD INDUSTRY PTE LTD,329899,"[1.32678473474844, 103.843248941209]",Eating Establishment
15751,THAM YOU MOEY,329899,"[1.32678473474844, 103.843248941209]",Eating Establishment
15752,LAW HANG NOI,329899,"[1.32678473474844, 103.843248941209]",Eating Establishment
15753,TEO TECK KUAN,160040,"[1.28905634657056, 103.827502108439]",Eating Establishment
15754,TAN AH SOON,160040,"[1.28905634657056, 103.827502108439]",Eating Establishment
15755,LIM EE BENG,160040,"[1.28905634657056, 103.827502108439]",Eating Establishment
15756,HONG QIAO SHAN,248357,"[1.29368604079026, 103.826498562688]",Eating Establishment
15757,SHARIFUD-DIN BIN MOHD DIN,248357,"[1.29368604079026, 103.826498562688]",Eating Establishment
15758,LIM WONG KEE,088745,"[1.28258386218155, 103.842367691354]",Eating Establishment
15759,OH BENG HWEE,199567,"[1.3015132553455, 103.861425800724]",Eating Establishment
15760,SIM CHOR POW,199567,"[1.3015132553455, 103.861425800724]",Eating Establishment
15761,TOH CHYE HOCK,199567,"[1.3015132553455, 103.861425800724]",Eating Establishment
15762,CHEE MEE CHOON,329799,"[1.32533758434354, 103.849700306263]",Eating Establishment
15763,CHIA CHIAH HAK,329799,"[1.32533758434354, 103.849700306263]",Eating Establishment
15764,DA LIAN HOLDINGS PTE. LTD.,329799,"[1.32533758434354, 103.849700306263]",Eating Establishment
15765,THIAN YEN ING,329922,"[1.3262419336172, 103.842459823866]",Eating Establishment
15766,LEE KE YEN XAVIER (LI KEYAN XAVIER),329922,"[1.3262419336172, 103.842459823866]",Eating Establishment
15767,LEE SANG LIANG,329922,"[1.3262419336172, 103.842459823866]",Eating Establishment
15768,KO KOK CHUAN,088888,"[1.27710601073074, 103.837085853608]",Eating Establishment
15769,YUMMY CATERING & FOOD CHAIN PTE LTD,088888,"[1.27710601073074, 103.837085853608]",Eating Establishment
15770,WONG YAN KAM,160057,"[1.28480586062688, 103.833476049892]",Eating Establishment
15771,WONG HUAT THONG,160071,"[1.28424655193409, 103.83250362707]",Eating Establishment
15772,KOH WEN YAO,160071,"[1.28424655193409, 103.83250362707]",Eating Establishment
15773,LOO KIA CHEE,160071,"[1.28424655193409, 103.83250362707]",Eating Establishment
15774,TIAN YI STEAMBOAT PTE LTD,160071,"[1.28424655193409, 103.83250362707]",Eating Establishment
15775,YEN FAN CHING @ SAN SAN AYE,160056,"[1.28424137023496, 103.833923067555]",Eating Establishment
15776,REACH SURE SINGAPORE PTE. LTD.,160056,"[1.28424137023496, 103.833923067555]",Eating Establishment
15777,AB ITALIAN PRIVATE LIMITED,160056,"[1.28424137023496, 103.833923067555]",Eating Establishment
15778,JAS BURGER PTE. LTD.,208795,"[1.30434275252758, 103.854457218228]",Eating Establishment
15779,HOON TENG TIONG,209587,"[1.30884863839576, 103.85519371929]",Eating Establishment
15780,NAYAH BINTE AMAT,209587,"[1.30884863839576, 103.85519371929]",Eating Establishment
15781,SHANMUGAM THANABAL,209587,"[1.30884863839576, 103.85519371929]",Eating Establishment
15782,ABDUL RAHMAN BIN MAHADI,208805,"[1.30488823405737, 103.854759022994]",Eating Establishment
15783,PERIYAIAH GANAPATHI,218051,"[1.30822512149684, 103.853134416429]",Eating Establishment
15784,AZMI RESTAURANT PTE. LTD.,218051,"[1.30822512149684, 103.853134416429]",Eating Establishment
15785,SENG YEENH FONG,188337,"[1.3045480638962, 103.850224358958]",Eating Establishment
15786,CHEW SAU CHUN,188335,"[1.3045480638962, 103.850224358958]",Eating Establishment
15787,LIM POH WON,218700,"[1.31621456456658, 103.858336266368]",Eating Establishment
15788,LIM SOON SENG @ LOW SOON HUAT,238277,"[1.29361971594421, 103.842390701687]",Eating Establishment
15789,LOW HOW KHIN,238277,"[1.29361971594421, 103.842390701687]",Eating Establishment
15790,CHOONG CHING WEI,238277,"[1.29361971594421, 103.842390701687]",Eating Establishment
15791,SOH PUAY LAN,238277,"[1.29361971594421, 103.842390701687]",Eating Establishment
15792,LIM TEIK SOON,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15793,NEW HOPE F&B LLP,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15794,PEDDLER SIDEWALK GROUP PTE LTD,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15795,TAN LIANG EI @ TANG LIANG EI,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15796,LIN XIUHE,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15797,LIM TECK KHIM,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15798,EDWIN AATHAR AH MENG,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15799,K&L FOOD HOLDINGS PTE. LTD.,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment
15800,LING YOKE MING,319580,"[1.33740763550641, 103.847761130585]",Eating Establishment
15801,SA'EDAH BINTE ISMAIL,319580,"[1.33740763550641, 103.847761130585]",Eating Establishment
15802,Mazlina bte Surat,319580,"[1.33740763550641, 103.847761130585]",Eating Establishment
15803,CHIN OI KHUEN,319580,"[1.33740763550641, 103.847761130585]",Eating Establishment
15804,SIM WEE KIAT,319580,"[1.33740763550641, 103.847761130585]",Eating Establishment
15805,SALINA,319580,"[1.33740763550641, 103.847761130585]",Eating Establishment
15806,LIEW YIAK HOE,319580,"[1.33740763550641, 103.847761130585]",Eating Establishment
15807,CHEN HONG,530982,"[1.3808503546459, 103.879309094304]",Eating Establishment
15808,CHUA CHIAN RUEY,530982,"[1.3808503546459, 103.879309094304]",Eating Establishment
15809,HOME EATERY PTE. LTD.,530982,"[1.3808503546459, 103.879309094304]",Eating Establishment
15810,CHUA SIEW HOON,530982,"[1.3808503546459, 103.879309094304]",Eating Establishment
15811,CHEN YALI,530982,"[1.3808503546459, 103.879309094304]",Eating Establishment
15812,WU JIANZHONG,530982,"[1.3808503546459, 103.879309094304]",Eating Establishment
15813,chia choon lee,530982,"[1.3808503546459, 103.879309094304]",Eating Establishment
15814,LEE TZE SIONG (LI ZHIXIONG),207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15815,LOO HOCK SENG (LUO FUSHENG),207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15816,XU JINGYI,207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15817,SRISAOWALUK SRIWICHAI,207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15818,NOORAINI BTE OMAR,207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15819,PHAM DIEM SON,207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15820,ANSAR ALLI KHAN,207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15821,KEUK CHIANG YEOW,207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15822,KULDEEP KAUR,207542,"[1.30965069033363, 103.86008628687]",Eating Establishment
15823,FWAH MINGLI,189754,"[1.30024893968556, 103.859535195942]",Eating Establishment
15824,NURHIDAYA BINTE RAHMAT,248922,"[1.29602160157967, 103.815564059488]",Eating Establishment
15825,JUNE ALISON YEN SI HUI (YUN SIHUI),248922,"[1.29602160157967, 103.815564059488]",Eating Establishment
15826,YAP BENG THONG JASON,248922,"[1.29602160157967, 103.815564059488]",Eating Establishment
15827,TEN THIM MOI,159050,"[1.28575153716321, 103.813208356372]",Eating Establishment
15828,TANG SOONG GOOK,159050,"[1.28575153716321, 103.813208356372]",Eating Establishment
15829,NORAINI BTE HUSSEIN,159050,"[1.28575153716321, 103.813208356372]",Eating Establishment
15830,ROSIAH BTE MAHMOOD,159050,"[1.28575153716321, 103.813208356372]",Eating Establishment
15831,CHIA SIEW HIONG,159050,"[1.28575153716321, 103.813208356372]",Eating Establishment
15832,WONG AH MEE,159050,"[1.28575153716321, 103.813208356372]",Eating Establishment
15833,WOO CHIAW CHING,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15834,TAN KIM SENG,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15835,TOH AH CHU,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15836,LIM SIANG HENG,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15837,GOH HEE LIM @ WU SHE LIN,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15838,JO-AN OH MAY LIAN,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15839,ONG LYE HENG (WANG LAIXING),099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15840,TAN SIAN CHANG,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15841,LEE JIM KWANG,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15842,PEH CHIN BOON,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15843,GOH JEE TEE,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15844,MOHD KASSIM S/O S. MOHD,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15845,HAMID BIN SHAIKH MOD,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15846,SIKANDAR SHAH S/O MOHAMED HANIFFA,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15847,MADINA BEGAM AYUBKHAN,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15848,ZAINUDDIN BIN SAJAT,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15849,JAESEN NG KIM HUAT,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15850,LATIFFA BINTE USMAN LEBBAI,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15851,MR RESTAURANT & CATERING PTE. LTD.,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15852,MOHAMMAD AYUB BIN MUKHTAR AHMAD,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15853,"LIM SHI YUN, ROSALIND",099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15854,THAKSIN BEEF NOODLE PTE. LTD.,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15855,ZABEDAH BINTE MD SAID,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15856,RASHID BIN MOHD YUSOFF,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15857,ASHMI (S) PTE LTD,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15858,DAWOOD NOWJATH,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15859,WONG WEE PING,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15860,NOORZILAH BTE SALLEHAN,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15861,TEO LYE KEOW @ YEO KEOW HUA,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15862,YEO HUAT HIAN,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15863,LOKE JEE KAI,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15864,MA PECK MOI,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15865,TOH BONG YEO,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15866,SIOW KOON SANG,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15867,SHEN MUI KIM,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15868,TOH SENG KAR,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15869,NEW STAGE FOOD PTE. LTD.,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15870,CHEN ING HWA,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15871,SOH SIEW GEEK,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15872,LEE JIM PONG,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15873,TAY BOK KOON,099114,"[1.26659171419946, 103.819219907356]",Eating Establishment
15874,SOH KIAN HUAT,288945,"[1.33149792554084, 103.807439999789]",Eating Establishment
15875,TAN KIM KWEE,288945,"[1.33149792554084, 103.807439999789]",Eating Establishment
15876,UNCLE FATMAN CAFE F&B SERVICES PTE. LTD.,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15877,NG CHEE KEONG,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15878,TAN WEE LENG,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15879,LOKE GEOK LAN,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15880,LIM BEE GUAT,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15881,HO KOK KIAN,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15882,QUEK BUAY KENG LINDA,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15883,ZHANG WENDONG,309919,"[1.31945060832386, 103.835698465252]",Eating Establishment
15884,MARIAN DELA CRUZ PASCUAL,259760,"[1.32257316934913, 103.814245542255]",Eating Establishment
15885,ALI BAR BAR PTE. LTD.,259760,"[1.32257316934913, 103.814245542255]",Eating Establishment
